songname,artistname,year,decade,position,win,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Can't Believe It,T-Pain,2008,100,46,0,0.0018,0.649,0.515,0,0.0773,-8.869,0.0486,89.828,0.0766
Like You'll Never See Me Again,Alicia Keys,2008,100,47,0,0.173,0.562,0.657,0.000272,0.102,-8.074,0.0315,127.808,0.266
Teardrops on My Guitar,Taylor Swift,2008,100,48,0,0.288,0.621,0.417,0,0.119,-6.941,0.0231,99.953,0.289
When I Grow Up,Pussycat Dolls,2008,100,49,0,0.00165,0.671,0.685,0,0.398,-5.762,0.05,118.449,0.368
Sexual Eruption,Snoop Dogg,2008,100,50,0,0.00643,0.773,0.812,0.00000221,0.0719,-3.992,0.0988,120.203,0.465
What You Got,Colby O'Donis,2008,100,51,0,0.0327,0.775,0.641,0,0.18,-6.718,0.038,119.974,0.305
It's Not My Time,3 Doors Down,2008,100,52,0,0.00133,0.532,0.935,0.00000837,0.106,-4.798,0.0619,128.025,0.309
Better in Time,Leona Lewis,2008,100,53,0,0.512,0.584,0.7,0.0000243,0.13,-4.251,0.0506,163.953,0.549
Crank That (Soulja Boy),Soulja Boy Tell 'Em,2008,100,54,0,0.515,0.736,0.74,0,0.0468,-2.18,0.0786,140.141,0.803
Shadow of the Day,Linkin Park,2008,100,55,0,0.00479,0.534,0.393,0.0107,0.107,-7.813,0.0292,110.007,0.0641
Sweetest Girl (Dollar Bill),Wyclef Jean,2008,100,56,0,0.0772,0.733,0.744,0,0.341,-3.51,0.0553,92.515,0.529
Miss Independent,Ne-Yo,2008,100,57,0,0.522,0.673,0.683,0,0.235,-5.693,0.115,171.86,0.713
Fall for You,Secondhand Serenade,2008,100,58,0,0.19,0.387,0.442,0,0.0788,-7.086,0.0352,169.481,0.382
In the Ayer,Flo Rida,2008,100,59,0,0.00456,0.83,0.746,0,0.26,-6.286,0.0579,125.992,0.646
Say,John Mayer,2008,100,60,0,0.541,0.485,0.723,0.00000112,0.075,-6.565,0.0317,167.845,0.541
One Step at a Time,Jordin Sparks,2008,100,61,0,0.0825,0.766,0.692,0,0.0384,-4.672,0.0289,102.028,0.691
Hate That I Love You,Rihanna,2008,100,62,0,0.323,0.637,0.73,0,0.0981,-5.38,0.0874,93.867,0.732
Superstar,Lupe Fiasco,2008,100,63,0,0.207,0.572,0.822,0,0.359,-6.015,0.361,94.812,0.472
Suffocate,J. Holiday,2008,100,64,0,0.64,0.458,0.445,0,0.118,-8.391,0.361,82.82,0.447
Let It Rock,Kevin Rudolf,2008,100,65,0,0.000683,0.607,0.783,0,0.0678,-4.41,0.0397,113.172,0.434
Get Like Me,David Banner,2008,100,66,0,0.00312,0.609,0.751,0,0.228,-4.198,0.488,60.896,0.653
Realize,Colbie Caillat,2008,100,67,0,0.13,0.693,0.594,0,0.115,-6.408,0.0325,123.932,0.192
Put On,Young Jeezy,2008,100,68,0,0.00342,0.654,0.77,0,0.0887,-6.091,0.0353,137.616,0.272
The Time of My Life,David Cook,2008,100,69,0,0.0541,0.414,0.578,0,0.124,-6.383,0.0287,154.96,0.281
Lolli Lolli (Pop That Body),Three 6 Mafia,2008,100,70,0,0.0188,0.89,0.946,0.000128,0.11,-5.673,0.0489,120,0.872
Cyclone,Baby Bash,2008,100,71,0,0.0112,0.644,0.725,0,0.146,-4.618,0.0701,77.977,0.584
Love Like This,Natasha Bedingfield,2008,100,72,0,0.145,0.781,0.791,0,0.127,-3.903,0.0468,76.998,0.902
Burnin' Up,Jonas Brothers,2008,100,73,0,0.0296,0.667,0.954,0,0.331,-3.462,0.0817,114.03,0.807
Love Lockdown,Kanye West,2008,100,74,0,0.0542,0.76,0.524,0.5,0.112,-7.67,0.0323,119.603,0.112
I Luv Your Girl,The-Dream,2008,100,75,0,0.014,0.723,0.322,0,0.119,-9.702,0.0341,90.063,0.0406
Crush,David Archuleta,2008,100,76,0,0.00836,0.57,0.664,0.000012,0.0719,-4.718,0.0322,162.084,0.487
Hypnotized,Plies,2008,100,77,0,0.16,0.84,0.571,0,0.406,-7.421,0.0797,116.59,0.617
Big Girls Don't Cry,Fergie,2008,100,78,0,0.205,0.708,0.641,0,0.0945,-4.296,0.0335,113.074,0.252
Good Life,Kanye West,2008,100,79,0,0.00305,0.439,0.808,0,0.439,-6.881,0.346,82.962,0.487
Womanizer,Britney Spears,2008,100,80,0,0.073,0.724,0.695,0,0.0889,-5.226,0.0622,139,0.235
Love Story,Taylor Swift,2008,100,81,0,0.17,0.618,0.741,0,0.0822,-3.95,0.031,118.984,0.296
Just Fine,Mary J. Blige,2008,100,82,0,0.0394,0.923,0.795,0.000565,0.101,-3.61,0.117,123.021,0.588
Piece of Me,Britney Spears,2008,100,83,0,0.0902,0.769,0.638,0,0.0857,-5.054,0.216,115.007,0.782
The Boss,Rick Ross,2008,100,84,0,0.00876,0.423,0.842,0,0.309,-4.072,0.357,83.59,0.611
All Summer Long,Kid Rock,2008,100,85,0,0.0212,0.7,0.864,0,0.0956,-3.629,0.0283,102.997,0.887
Can't Help but Wait,Trey Songz,2008,100,86,0,0.358,0.699,0.699,0,0.0912,-5.564,0.0737,94.977,0.611
In Love with a Girl,Gavin DeGraw,2008,100,87,0,0.0191,0.438,0.906,0,0.373,-4.8,0.0438,161.905,0.684
My Life,The Game,2008,100,88,0,0.0724,0.673,0.766,0,0.0563,-5.018,0.349,148.113,0.382
I Remember,Keyshia Cole,2008,100,89,0,0.203,0.422,0.736,0,0.102,-4.426,0.049,129.278,0.303
Flashing Lights,Kanye Wes,2008,100,90,0,0.0381,0.639,0.628,0,0.386,-7.578,0.0399,90.482,0.43
Mrs. Officer,Lil Wayne,2008,100,91,0,0.236,0.92,0.553,0,0.0767,-5.068,0.191,112.022,0.947
7 Things,Miley Cyrus,2008,100,92,0,0.0232,0.59,0.903,0,0.0786,-4.478,0.0363,104.038,0.333
You're Gonna Miss This,Trace Adkins,2008,100,93,0,0.0237,0.5,0.665,0.0000641,0.0994,-7.157,0.0355,154.997,0.32
Love Remains the Same,Gavin Rossdale,2008,100,94,0,0.236,0.406,0.632,0,0.18,-5.115,0.0344,149.258,0.109
Feels Like Tonight,Daughtry,2008,100,95,0,0.000849,0.483,0.903,0,0.118,-3.151,0.0451,130.986,0.318
The Way I Are,Timbaland,2008,100,96,0,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,0.765
Addicted,Saving Abel,2008,100,97,0,0.000821,0.512,0.864,0,0.0982,-4.146,0.0338,138.018,0.527
Into the Night,Santana,2008,100,98,0,0.0137,0.595,0.844,0,0.234,-4.678,0.0331,127.981,0.603
Heaven Sent,Keyshia Cole,2008,100,99,0,0.0832,0.642,0.742,0,0.0887,-3.614,0.0429,78.858,0.407
She Got It,2 Pistols,2008,100,100,0,0.00436,0.53,0.745,0,0.345,-6.19,0.106,134.068,0.269
Chasing Pavements,Adele,2008,100,101,1,0.291,0.616,0.47,0,0.111,-6.092,0.0253,80.03,0.325
Please Read the Letter,Robert Plant,2008,100,101,2,0.202,0.517,0.518,0.434,0.16,-8.66,0.0371,143.224,0.465
Boom Boom Pow,The Black Eyed Peas,2009,100,1,0,0.13,0.866,0.857,0.0017,0.13,-5.894,0.0664,130.049,0.408
Poker Face,Lady Gaga,2009,100,2,1,0.118,0.851,0.806,0.00000164,0.121,-4.62,0.0787,118.999,0.787
Just Dance,Lady Gaga,2009,100,3,0,0.0264,0.822,0.739,0.0000426,0.181,-4.541,0.0311,118.992,0.745
I Gotta Feeling,The Black Eyed Peas,2009,100,4,1,0.0873,0.744,0.766,0,0.509,-6.375,0.0265,127.966,0.61
Love Story,Taylor Swift,2009,100,5,0,0.17,0.618,0.741,0,0.0822,-3.95,0.031,118.984,0.296
Right Round,Flo Rida,2009,100,6,0,0.009,0.72,0.672,0,0.232,-6.852,0.0551,124.986,0.705
I'm Yours,Jason Mraz,2009,100,7,0,0.559,0.703,0.444,0,0.0973,-9.331,0.0417,150.96,0.712
Single Ladies (Put a Ring on It),Beyonce,2009,100,8,0,0.0383,0.426,0.584,0,0.188,-5.293,0.296,193.437,0.272
Heartless,Kanye West,2009,100,9,0,0.0515,0.79,0.647,0,0.248,-5.983,0.136,87.999,0.654
Gives You Hell,The All-American Rejects,2009,100,10,0,0.0159,0.718,0.691,0,0.0627,-6.44,0.0387,100.008,0.552
You Belong with Me,Taylor Swift,2009,100,11,1,0.162,0.687,0.783,0.0000135,0.114,-4.44,0.0386,129.964,0.443
Dead and Gone,T.I.,2009,100,12,0,0.0402,0.713,0.746,0,0.601,-4.99,0.259,135.021,0.47
You Found Me,The Fray,2009,100,13,0,0.0187,0.338,0.803,0,0.136,-5.412,0.0413,151.994,0.4
Use Somebody,Kings of Leon,2009,100,14,2,0.00552,0.276,0.715,0.000417,0.201,-5.356,0.0432,137.028,0.173
Knock You Down,Keri Hilson,2009,100,15,0,0.00952,0.588,0.877,0,0.171,-4.78,0.16,155.165,0.645
Blame It,Jamie Foxx,2009,100,16,0,0.0782,0.673,0.614,0,0.139,-5.426,0.103,176.052,0.362
I Know You Want Me (Calle Ocho),Pitbull,2009,100,17,0,0.0152,0.817,0.733,0.0000431,0.107,-6.009,0.145,127.056,0.833
Live Your Life,T.I.,2009,100,18,0,0.071,0.375,0.862,0,0.211,-3.363,0.255,159.841,0.478
Kiss Me thru the Phone,Soulja Boy,2009,100,19,0,0.0185,0.758,0.712,0,0.0677,-3.781,0.112,149.998,0.795
Down,Jay Sean,2009,100,20,0,0.0101,0.727,0.68,0,0.0821,-4.498,0.0286,132.012,0.728
The Climb,Miley Cyrus,2009,100,21,0,0.0834,0.327,0.588,0,0.104,-6.611,0.0336,161.074,0.329
Best I Ever Had,Drake,2009,100,22,0,0.19,0.395,0.922,0,0.134,-2.176,0.375,162.361,0.558
My Life Would Suck Without You,Kelly Clarkson,2009,100,23,0,0.0014,0.526,0.882,0,0.144,-4.006,0.0509,144.982,0.424
Halo,Beyonce,2009,100,24,1,0.272,0.508,0.72,0,0.0563,-5.908,0.0628,79.983,0.472
Hot n Cold,Katy Perry,2009,100,25,0,0.0000795,0.706,0.841,0,0.0688,-3.956,0.0418,132.032,0.861
Second Chance,Shinedown,2009,100,26,0,0.00107,0.46,0.796,0,0.106,-4.501,0.0333,100.011,0.182
Circus,Britney Spears,2009,100,27,0,0.147,0.791,0.733,0.000381,0.0713,-5.215,0.052,114.98,0.761
Day 'n' Nite,Kid Cudi,2009,100,28,0,0.499,0.871,0.44,0.00000415,0.114,-6.25,0.0761,137.996,0.799
Party in the U.S.A.,Miley Cyrus,2009,100,29,0,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,0.47
Don't Trust Me,3OH!3,2009,100,30,0,0.0163,0.791,0.713,0,0.189,-3.742,0.254,130.012,0.514
Run This Town,Jay-Z,2009,100,31,0,0.281,0.632,0.924,0,0.263,-1.802,0.29,86.844,0.441
Let It Rock,Kevin Rudolf,2009,100,32,0,0.000683,0.607,0.783,0,0.0678,-4.41,0.0397,113.172,0.434
Fire Burning,Sean Kingston,2009,100,33,0,0.0192,0.839,0.804,0,0.331,-2.513,0.0329,122.973,0.888
Whatcha Say,Jason Derulo,2009,100,34,0,0.0444,0.615,0.711,0,0.145,-5.507,0.0779,144.036,0.711
LoveGame,Lady Gaga,2009,100,35,0,0.00569,0.894,0.678,0.00000243,0.317,-5.611,0.0523,105.024,0.844
Waking Up in Vegas,Katy Perry,2009,100,36,0,0.0012,0.524,0.878,0,0.098,-3.108,0.0346,130.989,0.59
Birthday Sex,Jeremih,2009,100,37,0,0.297,0.679,0.522,0,0.151,-5.603,0.0427,60.014,0.445
Sober,Pink,2009,100,38,0,0.0635,0.614,0.797,0,0.187,-4.896,0.0314,90.946,0.374
Womanizer,Britney Spears,2009,100,39,0,0.073,0.724,0.695,0,0.0889,-5.226,0.0622,139,0.235
Whatever You Like,T.I.,2009,100,40,0,0.0161,0.68,0.687,0,0.261,-6.162,0.0709,150.053,0.467
Obsessed,Mariah Carey,2009,100,41,0,0.0465,0.742,0.468,0,0.826,-5.557,0.0625,86.443,0.369
Mad,Ne-Yo,2009,100,42,0,0.661,0.727,0.649,0,0.111,-5.356,0.0338,129.992,0.669
Good Girls Go Bad,Cobra Starship,2009,100,43,0,0.0116,0.594,0.874,0,0.549,-3.716,0.0815,119.964,0.628
Love Lockdown,Kanye West,2009,100,44,0,0.0542,0.76,0.524,0.5,0.112,-7.67,0.0323,119.603,0.112
So What,Pink,2009,100,45,0,0.000334,0.534,0.87,0,0.241,-3.078,0.0425,126.019,0.462
Hotel Room Service,Pitbull,2009,100,46,0,0.00705,0.851,0.629,0.000372,0.0746,-8.385,0.175,125.984,0.789
Crack a Bottle,Eminem,2009,100,47,0,0.0864,0.516,0.874,0,0.173,-2.571,0.186,169.561,0.391
If I Were a Boy,Beyonce,2009,100,48,0,0.107,0.632,0.518,0,0.354,-6.126,0.0313,90.007,0.427
Turnin Me On,Keri Hilson,2009,100,49,0,0.0034,0.675,0.602,0.0000128,0.199,-4.688,0.0596,159.994,0.092
I Hate This Part,Pussycat Dolls,2009,100,50,0,0.0659,0.756,0.612,0,0.274,-4.371,0.0317,111.572,0.452
Gotta Be Somebody,Nickelback,2009,100,51,0,0.000354,0.536,0.89,0.00165,0.133,-5.222,0.0601,115.998,0.205
Please Don't Leave Me,Pink,2009,100,52,0,0.00869,0.588,0.845,0,0.326,-4.497,0.0377,138.014,0.745
Paparazzi,Lady Gaga,2009,100,53,0,0.113,0.762,0.692,0,0.094,-2.871,0.0438,114.906,0.397
Beautiful,Akon,2009,100,54,0,0.122,0.743,0.948,0,0.112,-4.445,0.0893,130.024,0.614
Viva la Vida,Coldplay,2009,100,55,0,0.0954,0.486,0.617,0.00000323,0.109,-7.115,0.0287,138.015,0.417
Right Now (Na Na Na),Akon,2009,100,56,0,0.267,0.832,0.87,0,0.412,-4.2,0.167,138.003,0.566
Battlefield,Jordin Sparks,2009,100,57,0,0.0178,0.613,0.634,0,0.0719,-3.472,0.0339,144.953,0.37
Sugar,Flo Rida,2009,100,58,0,0.00344,0.738,0.868,0.0000853,0.0254,-4.15,0.0562,129.985,0.86
Miss Independent,Ne-Yo,2009,100,59,0,0.522,0.673,0.683,0,0.235,-5.693,0.115,171.86,0.713
Fireflies,Owl City,2009,100,60,0,0.0275,0.512,0.662,0,0.118,-6.797,0.0439,180.114,0.472
New Divide,Linkin Park,2009,100,61,0,0.000235,0.493,0.808,0,0.0983,-3.365,0.0362,117.971,0.38
Empire State of Mind,Jay-Z,2009,100,62,0,0.0295,0.491,0.956,0,0.46,-1.538,0.392,173.585,0.811
No Surprise,Daughtry,2009,100,63,0,0.00741,0.508,0.823,0,0.104,-3.711,0.031,95.98,0.152
She Wolf,Shakira,2009,100,64,0,0.285,0.865,0.69,0.0162,0.225,-7.448,0.0443,121.983,0.867
Break Up,Mario,2009,100,65,0,0.428,0.44,0.517,0,0.173,-7.355,0.363,73.881,0.475
Sweet Dreams,Beyonce,2009,100,66,0,0.0895,0.694,0.825,0.0000186,0.0618,-5.986,0.111,121.949,0.788
Every Girl,Young Money,2009,100,67,0,0.00316,0.632,0.73,0,0.397,-5.895,0.245,76.067,0.762
Fallin' for You,Colbie Caillat,2009,100,68,0,0.156,0.644,0.834,0,0.112,-6.473,0.0275,117.043,0.593
Untouched,The Veronicas,2009,100,69,0,0.0171,0.557,0.783,0.0172,0.151,-4.893,0.234,177.008,0.442
If Today Was Your Last Day,Nickelback,2009,100,70,0,0.0000867,0.485,0.911,0,0.092,-5.749,0.0355,89.956,0.568
Throw It in the Bag,Fabolous,2009,100,71,0,0.174,0.789,0.55,0,0.0614,-7.423,0.0473,172.049,0.696
Love Drunk,Boys Like Girls,2009,100,72,0,0.00177,0.44,0.976,0.00000339,0.16,-3.17,0.141,150.005,0.412
I Love College,Asher Roth,2009,100,73,0,0.0897,0.713,0.826,0,0.421,-4.075,0.243,86.444,0.664
If U Seek Amy,Britney Spears,2009,100,74,0,0.0192,0.717,0.587,0,0.0523,-7.296,0.0339,129.954,0.544
Big Green Tractor,Jason Aldean,2009,100,75,0,0.646,0.623,0.59,0,0.295,-5.014,0.028,137.071,0.579
White Horse,Taylor Swift,2009,100,76,0,0.369,0.423,0.517,0,0.177,-7.377,0.0486,185.262,0.366
Disturbia,Rihanna,2009,100,77,0,0.0863,0.707,0.813,0,0.168,-4.515,0.0571,124.921,0.722
21 Guns,Green Day,2009,100,78,0,0.0518,0.268,0.742,0,0.626,-4.939,0.0355,159.779,0.416
Turn My Swag On,Soulja Boy Tell 'Em,2009,100,79,0,0.000969,0.546,0.712,0,0.406,-3.104,0.0269,150.154,0.489
Rockin' That Thang,The-Dream,2009,100,80,0,0.118,0.674,0.616,0,0.289,-4.757,0.0432,77.968,0.63
Chicken Fried,Zac Brown Band,2009,100,81,0,0.645,0.566,0.713,0,0.114,-4.25,0.0418,169.861,0.805
Diva,Beyonce,2009,100,82,0,0.0488,0.875,0.551,0.00728,0.0537,-6.744,0.317,146.092,0.861
Replay,Iyaz,2009,100,83,0,0.173,0.706,0.751,0,0.168,-6.323,0.0708,91.031,0.195
Then,Brad Paisley,2009,100,84,0,0.512,0.493,0.643,0.0000243,0.209,-5.19,0.0299,144.704,0.3
Her Diamonds,Rob Thomas,2009,100,85,0,0.0159,0.555,0.924,0,0.075,-4.93,0.0604,87.606,0.865
How Do You Sleep?,Jesse McCartney,2009,100,86,0,0.343,0.747,0.878,0,0.0872,-3.533,0.0282,106.004,0.557
3,Britney Spears,2009,100,87,0,0.0452,0.697,0.709,0,0.138,-1.917,0.0455,134.91,0.787
Forever,Drake,2009,100,88,0,0.249,0.457,0.906,0,0.182,-2.278,0.342,104.02,0.54
One Time,Justin Bieber,2009,100,89,0,0.0631,0.691,0.853,0.0000713,0.082,-2.549,0.0372,145.999,0.762
I Run to You,Lady Antebellum,2009,100,90,0,0.163,0.655,0.786,0.0000599,0.124,-4.451,0.034,113.964,0.378
I Do Not Hook Up,Kelly Clarkson,2009,100,91,0,0.00098,0.502,0.938,0,0.318,-3.114,0.13,144.077,0.35
Green Light,John Legend,2009,100,92,0,0.0912,0.622,0.882,0,0.216,-5.59,0.119,77.506,0.762
People Are Crazy,Billy Currington,2009,100,93,0,0.213,0.651,0.699,0.000265,0.12,-5.006,0.0265,141.938,0.36
Whatever It Is,Zac Brown Band,2009,100,94,0,0.443,0.686,0.576,0.0000166,0.212,-6.633,0.0284,83.969,0.72
Already Gone,Kelly Clarkson,2009,100,95,0,0.217,0.209,0.872,0,0.0768,-2.996,0.0757,78.139,0.294
Goodbye,Kristinia DeBarge,2009,100,96,0,0.00505,0.777,0.82,0.000026,0.142,-3.211,0.0471,119.987,0.651
Say Hey (I Love You),Michael Franti,2009,100,97,0,0.0376,0.738,0.983,0.00000598,0.183,-4.374,0.0852,92.998,0.957
Pop Champagne,Jim Jones,2009,100,98,0,0.03,0.61,0.431,0,0.099,-6.73,0.294,136.878,0.463
Pretty Wings,Maxwell,2009,100,99,0,0.252,0.563,0.402,0.00000207,0.0886,-10.496,0.0668,115.561,0.2
Never Say Never,The Fray,2009,100,100,0,0.568,0.23,0.492,0.00000818,0.176,-5.767,0.0317,160.139,0.262
Tik Tok,Kesha,2010,100,1,0,0.0991,0.755,0.837,0,0.289,-2.718,0.142,120.028,0.714
Need You Now,Lady Antebellum,2010,100,2,2,0.0927,0.587,0.622,0.000636,0.2,-5.535,0.0303,107.943,0.231
"Hey, Soul Sister",Train,2010,100,3,0,0.185,0.673,0.886,0,0.0826,-4.44,0.0431,97.012,0.795
California Gurls,Katy Perry,2010,100,4,0,0.0038,0.788,0.76,0,0.18,-3.71,0.0536,125.005,0.403
OMG,Usher,2010,100,5,0,0.198,0.781,0.745,0.0000114,0.36,-5.81,0.0332,129.998,0.326
Airplanes,B.o.B,2010,100,6,0,0.11,0.66,0.867,0,0.0368,-4.285,0.116,93.033,0.377
Love the Way You Lie,Eminem,2010,100,7,1,0.241,0.749,0.925,0,0.52,-5.034,0.227,86.989,0.641
Bad Romance,Lady Gaga,2010,100,8,0,0.00314,0.696,0.921,0.0000524,0.0842,-3.755,0.0363,119.001,0.714
Dynamite,Taio Cruz,2010,100,9,0,0.00379,0.751,0.783,0,0.036,-3.724,0.0859,119.975,0.816
Break Your Heart,Taio Cruz ,2010,100,10,0,0.0327,0.607,0.934,0,0.0909,-4.217,0.0314,122.01,0.568
Nothin' on You,B.o.B,2010,100,11,1,0.386,0.688,0.853,0,0.0862,-5.814,0.0493,103.993,0.743
I Like It,Enrique Iglesias,2010,100,12,0,0.0209,0.646,0.94,0,0.0691,-2.856,0.0838,129.011,0.704
BedRock,Young Money,2010,100,13,0,0.102,0.733,0.664,0,0.191,-6.163,0.295,148.005,0.557
In My Head,Jason Derulo,2010,100,14,0,0.0266,0.762,0.748,0,0.348,-4.15,0.033,110.001,0.849
Rude Boy,Rihanna,2010,100,15,0,0.113,0.563,0.75,0,0.0788,-4.496,0.127,173.906,0.812
Telephone,Lady Gaga,2010,100,16,0,0.00587,0.825,0.832,0.000789,0.114,-5.997,0.0403,122.021,0.713
Teenage Dream,Katy Perry,2010,100,17,0,0.0162,0.719,0.798,0.00000234,0.134,-4.582,0.0361,120.011,0.591
Just the Way You Are,Bruno Mars,2010,100,18,0,0.0134,0.635,0.841,0,0.0622,-5.379,0.0422,109.021,0.424
Cooler Than Me,Mike Posner,2010,100,19,0,0.179,0.768,0.82,0,0.689,-4.63,0.0474,129.965,0.625
Imma Be,The Black Eyed Peas,2010,100,20,0,0.179,0.597,0.517,0,0.307,-6.963,0.366,92.035,0.413
Empire State of Mind,Jay-Z,2010,100,21,1,0.0295,0.491,0.956,0,0.46,-1.538,0.392,173.585,0.811
DJ Got Us Fallin' in Love,Usher,2010,100,22,0,0.0338,0.663,0.861,0,0.082,-3.398,0.109,119.963,0.654
Billionaire,Travie McCoy,2010,100,23,0,0.297,0.633,0.673,0,0.206,-6.403,0.258,86.776,0.659
Not Afraid,Eminem,2010,100,24,0,0.529,0.855,0.954,0,0.205,-1.19,0.264,114.635,0.668
Replay,Iyaz,2010,100,25,0,0.173,0.706,0.751,0,0.168,-6.323,0.0708,91.031,0.195
Sexy Bitch,David Guetta,2010,100,26,0,0.0771,0.813,0.627,0.000616,0.131,-5.018,0.0486,130.011,0.801
Breakeven,The Script,2010,100,27,0,0.144,0.63,0.696,0,0.0835,-4.501,0.0242,94.034,0.491
Your Love Is My Drug,Kesha,2010,100,28,0,0.00681,0.826,0.612,0,0.0889,-3.891,0.0982,120.057,0.756
I Gotta Feeling,The Black Eyed Peas,2010,100,29,0,0.0873,0.744,0.766,0,0.509,-6.375,0.0265,127.966,0.61
Fireflies,Owl City,2010,100,30,0,0.0275,0.512,0.662,0,0.118,-6.797,0.0439,180.114,0.472
Say Aah,Trey Songz,2010,100,31,0,0.00453,0.724,0.87,0,0.833,-3.614,0.113,93.01,0.81
Find Your Love,Drake,2010,100,32,0,0.0211,0.627,0.614,0,0.0286,-6.006,0.17,96.038,0.758
Alejandro,Lady Gaga,2010,100,33,0,0.000358,0.626,0.799,0.00155,0.36,-6.612,0.046,98.992,0.369
Ridin' Solo,Jason Derulo,2010,100,34,0,0.128,0.442,0.83,0,0.129,-4.02,0.146,89.338,0.578
Just a Dream,Nelly,2010,100,35,0,0.0421,0.531,0.752,0,0.12,-6.161,0.0305,89.917,0.103
How Low,Ludacris,2010,100,36,0,0.00248,0.785,0.498,0.00000123,0.224,-6.977,0.0533,143.96,0.418
Like a G6,Far East Movement,2010,100,37,0,0.00676,0.435,0.837,0,0.117,-8.126,0.449,124.913,0.778
Carry Out,Timbaland,2010,100,38,0,0.114,0.531,0.574,0.0308,0.256,-6.693,0.113,115.68,0.272
Haven't Met You Yet,Michael Bublé,2010,100,39,0,0.152,0.615,0.733,0,0.109,-4.808,0.0335,122.58,0.796
Club Can't Handle Me,Flo Rida,2010,100,40,0,0.0283,0.616,0.869,0,0.064,-3.911,0.0327,127.966,0.473
Down,Jay Sean,2010,100,41,0,0.0101,0.727,0.68,0,0.0821,-4.498,0.0286,132.012,0.728
Bulletproof,La Roux,2010,100,42,0,0.000441,0.674,0.882,0.0000647,0.068,-2.771,0.0477,123.016,0.682
Whatcha Say,Jason Derulo,2010,100,43,0,0.0444,0.615,0.711,0,0.145,-5.507,0.0779,144.036,0.711
Baby,Justin Bieber,2010,100,44,0,0.0401,0.731,0.842,0,0.0988,-5.237,0.137,65.043,0.473
Whataya Want from Me,Adam Lambert,2010,100,45,0,0.00706,0.44,0.683,0,0.0593,-4.732,0.0489,185.948,0.445
Mine,Taylor Swift,2010,100,46,0,0.00265,0.624,0.757,0.00000187,0.189,-2.94,0.0296,121.07,0.658
Only Girl (In the World),Rihanna,2010,100,47,0,0.112,0.789,0.706,0.0000171,0.0586,-4.233,0.0429,125.911,0.638
Live Like We're Dying,Kris Allen,2010,100,48,0,0.0273,0.589,0.893,0,0.343,-2.948,0.0397,92.011,0.94
Hard,Rihanna,2010,100,49,0,0.0121,0.31,0.746,0,0.649,-3.599,0.111,182.032,0.163
Young Forever,Jay-Z,2010,100,50,0,0.417,0.637,0.69,0,0.211,-3.214,0.0693,140.329,0.103
Blah Blah Blah,Kesha,2010,100,51,0,0.0843,0.752,0.836,0.000425,0.424,-3.173,0.115,120.003,0.519
Bottoms Up,Trey Songz,2010,100,52,0,0.0205,0.844,0.601,0,0.385,-5.283,0.157,73.989,0.331
Do You Remember,Jay Sean,2010,100,53,0,0.0204,0.854,0.674,0,0.101,-4.896,0.0705,125.845,0.818
All the Right Moves,OneRepublic,2010,100,54,0,0.258,0.529,0.948,0.00000935,0.283,-3.527,0.0474,146.024,0.65
According to You,Orianthi,2010,100,55,0,0.0233,0.619,0.917,0.0000121,0.0986,-2.582,0.0507,131.002,0.552
My Chick Bad,Ludacris,2010,100,56,0,0.172,0.624,0.723,0,0.483,-6.782,0.378,84.789,0.757
You Belong with Me,Taylor Swift,2010,100,57,0,0.162,0.687,0.783,0.0000135,0.114,-4.44,0.0386,129.964,0.443
Meet Me Halfway,The Black Eyed Peas,2010,100,58,0,0.00474,0.798,0.629,0.0000229,0.324,-6.857,0.0735,130.002,0.4
Take It Off,Kesha,2010,100,59,0,0.0000414,0.729,0.675,0.00126,0.0867,-5.292,0.0286,125.036,0.74
Over,Drake,2010,100,60,0,0.0493,0.833,0.498,0,0.119,-5.196,0.117,139.928,0.259
Animal,Neon Trees,2010,100,61,0,0.000346,0.482,0.833,0,0.365,-5.611,0.0449,148.039,0.74
Misery,Maroon 5,2010,100,62,0,0.000315,0.704,0.81,0,0.216,-4.874,0.0425,102.98,0.726
Magic,B.o.B,2010,100,63,0,0.0127,0.549,0.932,0,0.347,-4.11,0.343,82.439,0.787
Paparazzi,Lady Gaga,2010,100,64,0,0.129,0.762,0.692,0,0.094,-3.973,0.0438,114.906,0.397
Tie Me Down,New Boyz,2010,100,65,0,0.0104,0.42,0.787,0,0.198,-4.467,0.294,97.967,0.38
Your Love,Nicki Minaj,2010,100,66,0,0.00204,0.422,0.52,0.00413,0.411,-10.231,0.343,189.63,0.184
Party in the U.S.A.,Miley Cyrus,2010,100,67,0,0.00112,0.652,0.698,0.000115,0.0886,-4.667,0.042,96.021,0.47
Deuces,Chris Brown,2010,100,68,0,0.0324,0.692,0.736,0,0.0787,-5.109,0.11,73.987,0.217
3,Britney Spears,2010,100,69,0,0.0452,0.697,0.709,0,0.138,-1.917,0.0455,134.91,0.787
Impossible,Shontelle,2010,100,70,0,0.385,0.6,0.624,0,0.125,-3.631,0.0334,90.036,0.529
Forever,Drake,2010,100,71,0,0.249,0.457,0.906,0,0.182,-2.278,0.342,104.02,0.54
